#截止2023-09-25，中国移动IP地址段共计5791条。移动AS区域
#IP起始	结束	数量	网络
120.200.224.0	120.200.231.255	2048	120.200.224.0/21
120.200.232.0	120.200.239.255	2048	120.200.232.0/21
120.200.240.0	120.200.255.255	4096	120.200.240.0/20
120.201.0.0	120.201.255.255	65536	120.201.0.0/16
120.201.122.0	120.201.123.255	512	120.201.122.0/23
120.201.124.0	120.201.127.255	1024	120.201.124.0/22
120.201.136.0	120.201.139.255	1024	120.201.136.0/22
120.201.140.0	120.201.140.255	256	120.201.140.0/24
120.201.144.0	120.201.147.255	1024	120.201.144.0/22
120.201.148.0	120.201.148.255	256	120.201.148.0/24
120.201.160.0	120.201.163.255	1024	120.201.160.0/22
120.201.169.0	120.201.169.255	256	120.201.169.0/24
120.201.176.0	120.201.179.255	1024	120.201.176.0/22
120.201.188.0	120.201.191.255	1024	120.201.188.0/22
120.201.200.0	120.201.203.255	1024	120.201.200.0/22
120.201.231.0	120.201.231.255	256	120.201.231.0/24
120.207.0.0	120.207.3.255	1024	120.207.0.0/22
120.207.0.0	120.207.255.255	65536	120.207.0.0/16
120.207.4.0	120.207.7.255	1024	120.207.4.0/22
120.207.8.0	120.207.15.255	2048	120.207.8.0/21
120.207.16.0	120.207.17.255	512	120.207.16.0/23
120.207.20.0	120.207.21.255	512	120.207.20.0/23
120.207.22.0	120.207.22.255	256	120.207.22.0/24
120.207.24.0	120.207.31.255	2048	120.207.24.0/21
120.207.32.0	120.207.33.255	512	120.207.32.0/23
120.207.34.0	120.207.35.255	512	120.207.34.0/23
120.207.36.0	120.207.36.255	256	120.207.36.0/24
120.207.45.0	120.207.45.255	256	120.207.45.0/24
120.207.47.0	120.207.47.255	256	120.207.47.0/24
120.207.48.0	120.207.55.255	2048	120.207.48.0/21
120.207.56.0	120.207.59.255	1024	120.207.56.0/22
120.207.60.0	120.207.60.255	256	120.207.60.0/24
120.207.61.0	120.207.61.255	256	120.207.61.0/24
120.207.62.0	120.207.63.255	512	120.207.62.0/23
120.207.64.0	120.207.71.255	2048	120.207.64.0/21
120.207.72.0	120.207.72.255	256	120.207.72.0/24
120.207.74.0	120.207.75.255	512	120.207.74.0/23
120.207.76.0	120.207.79.255	1024	120.207.76.0/22
120.207.80.0	120.207.81.255	512	120.207.80.0/23
120.207.82.0	120.207.82.255	256	120.207.82.0/24
120.207.83.0	120.207.83.255	256	120.207.83.0/24
120.207.84.0	120.207.87.255	1024	120.207.84.0/22
120.207.88.0	120.207.95.255	2048	120.207.88.0/21
120.207.96.0	120.207.103.255	2048	120.207.96.0/21
120.207.109.0	120.207.109.255	256	120.207.109.0/24
120.207.111.0	120.207.111.255	256	120.207.111.0/24
120.207.112.0	120.207.113.255	512	120.207.112.0/23
120.207.115.0	120.207.115.255	256	120.207.115.0/24
120.207.118.0	120.207.119.255	512	120.207.118.0/23
120.207.126.0	120.207.127.255	512	120.207.126.0/23
120.207.134.0	120.207.135.255	512	120.207.134.0/23
120.207.136.0	120.207.143.255	2048	120.207.136.0/21
120.207.144.0	120.207.145.255	512	120.207.144.0/23
120.207.152.0	120.207.159.255	2048	120.207.152.0/21
120.207.160.0	120.207.167.255	2048	120.207.160.0/21
120.207.175.0	120.207.175.255	256	120.207.175.0/24
120.207.177.0	120.207.177.255	256	120.207.177.0/24
120.207.178.0	120.207.179.255	512	120.207.178.0/23
120.207.180.0	120.207.183.255	1024	120.207.180.0/22
120.207.185.0	120.207.185.255	256	120.207.185.0/24
120.207.186.0	120.207.187.255	512	120.207.186.0/23
120.207.188.0	120.207.191.255	1024	120.207.188.0/22
120.207.192.0	120.207.192.255	256	120.207.192.0/24
120.207.196.0	120.207.199.255	1024	120.207.196.0/22
120.207.200.0	120.207.207.255	2048	120.207.200.0/21
120.207.209.0	120.207.209.255	256	120.207.209.0/24
120.207.210.0	120.207.211.255	512	120.207.210.0/23
120.207.212.0	120.207.215.255	1024	120.207.212.0/22
120.207.217.0	120.207.217.255	256	120.207.217.0/24
120.207.218.0	120.207.219.255	512	120.207.218.0/23
120.207.224.0	120.207.231.255	2048	120.207.224.0/21
120.207.232.0	120.207.233.255	512	120.207.232.0/23
120.207.235.0	120.207.235.255	256	120.207.235.0/24
120.207.236.0	120.207.239.255	1024	120.207.236.0/22
120.207.241.0	120.207.241.255	256	120.207.241.0/24
120.208.0.0	120.208.15.255	4096	120.208.0.0/20
120.208.0.0	120.208.255.255	65536	120.208.0.0/16
120.208.16.0	120.208.31.255	4096	120.208.16.0/20
120.208.32.0	120.208.47.255	4096	120.208.32.0/20
120.208.48.0	120.208.63.255	4096	120.208.48.0/20
120.208.64.0	120.208.79.255	4096	120.208.64.0/20
120.208.80.0	120.208.95.255	4096	120.208.80.0/20
120.208.96.0	120.208.127.255	8192	120.208.96.0/19
120.208.128.0	120.208.159.255	8192	120.208.128.0/19
120.208.160.0	120.208.175.255	4096	120.208.160.0/20
120.208.176.0	120.208.191.255	4096	120.208.176.0/20
120.208.192.0	120.208.207.255	4096	120.208.192.0/20
120.208.208.0	120.208.223.255	4096	120.208.208.0/20
120.208.224.0	120.208.239.255	4096	120.208.224.0/20
120.208.240.0	120.208.255.255	4096	120.208.240.0/20
120.226.0.0	120.226.0.255	256	120.226.0.0/24
120.226.0.0	120.226.255.255	65536	120.226.0.0/16
120.226.1.0	120.226.1.255	256	120.226.1.0/24
120.226.2.0	120.226.2.255	256	120.226.2.0/24
120.226.3.0	120.226.3.255	256	120.226.3.0/24
120.226.4.0	120.226.4.255	256	120.226.4.0/24
120.226.5.0	120.226.5.255	256	120.226.5.0/24
120.226.6.0	120.226.6.255	256	120.226.6.0/24
120.226.7.0	120.226.7.255	256	120.226.7.0/24
120.226.8.0	120.226.8.255	256	120.226.8.0/24
120.226.9.0	120.226.9.255	256	120.226.9.0/24
120.226.10.0	120.226.10.255	256	120.226.10.0/24
120.226.11.0	120.226.11.255	256	120.226.11.0/24
120.226.12.0	120.226.12.255	256	120.226.12.0/24
120.226.14.0	120.226.14.255	256	120.226.14.0/24
120.226.15.0	120.226.15.255	256	120.226.15.0/24
120.226.16.0	120.226.16.255	256	120.226.16.0/24
120.226.17.0	120.226.17.255	256	120.226.17.0/24
120.226.18.0	120.226.18.255	256	120.226.18.0/24
120.226.19.0	120.226.19.255	256	120.226.19.0/24
120.226.22.0	120.226.22.255	256	120.226.22.0/24
120.226.23.0	120.226.23.255	256	120.226.23.0/24
120.226.24.0	120.226.24.255	256	120.226.24.0/24
120.226.25.0	120.226.25.255	256	120.226.25.0/24
120.226.26.0	120.226.26.255	256	120.226.26.0/24
120.226.27.0	120.226.27.255	256	120.226.27.0/24
120.226.28.0	120.226.28.255	256	120.226.28.0/24
120.226.29.0	120.226.29.255	256	120.226.29.0/24
120.226.30.0	120.226.30.255	256	120.226.30.0/24
120.226.31.0	120.226.31.255	256	120.226.31.0/24
120.226.48.0	120.226.48.255	256	120.226.48.0/24
120.226.49.0	120.226.49.255	256	120.226.49.0/24
120.226.50.0	120.226.50.255	256	120.226.50.0/24
120.226.51.0	120.226.51.255	256	120.226.51.0/24
120.226.52.0	120.226.52.255	256	120.226.52.0/24
120.226.53.0	120.226.53.255	256	120.226.53.0/24
120.226.54.0	120.226.54.255	256	120.226.54.0/24
120.226.55.0	120.226.55.255	256	120.226.55.0/24
120.226.56.0	120.226.56.255	256	120.226.56.0/24
120.226.57.0	120.226.57.255	256	120.226.57.0/24
120.226.58.0	120.226.58.255	256	120.226.58.0/24
120.226.59.0	120.226.59.255	256	120.226.59.0/24
120.226.60.0	120.226.60.255	256	120.226.60.0/24
120.226.61.0	120.226.61.255	256	120.226.61.0/24
120.226.62.0	120.226.62.255	256	120.226.62.0/24
120.226.68.0	120.226.68.255	256	120.226.68.0/24
120.226.69.0	120.226.69.255	256	120.226.69.0/24
120.226.70.0	120.226.70.255	256	120.226.70.0/24
120.226.71.0	120.226.71.255	256	120.226.71.0/24
120.226.72.0	120.226.72.255	256	120.226.72.0/24
120.226.73.0	120.226.73.255	256	120.226.73.0/24
120.226.74.0	120.226.74.255	256	120.226.74.0/24
120.226.75.0	120.226.75.255	256	120.226.75.0/24
120.226.76.0	120.226.76.255	256	120.226.76.0/24
120.226.77.0	120.226.77.255	256	120.226.77.0/24
120.226.78.0	120.226.78.255	256	120.226.78.0/24
120.226.79.0	120.226.79.255	256	120.226.79.0/24
120.226.82.0	120.226.82.255	256	120.226.82.0/24
120.226.83.0	120.226.83.255	256	120.226.83.0/24
120.226.84.0	120.226.84.255	256	120.226.84.0/24
120.226.85.0	120.226.85.255	256	120.226.85.0/24
120.226.86.0	120.226.86.255	256	120.226.86.0/24
120.226.87.0	120.226.87.255	256	120.226.87.0/24
120.226.88.0	120.226.88.255	256	120.226.88.0/24
120.226.89.0	120.226.89.255	256	120.226.89.0/24
120.226.90.0	120.226.90.255	256	120.226.90.0/24
120.226.91.0	120.226.91.255	256	120.226.91.0/24
120.226.100.0	120.226.101.255	512	120.226.100.0/23
120.226.102.0	120.226.103.255	512	120.226.102.0/23
120.226.104.0	120.226.105.255	512	120.226.104.0/23
120.226.110.0	120.226.111.255	512	120.226.110.0/23
120.226.116.0	120.226.119.255	1024	120.226.116.0/22
120.226.122.0	120.226.122.255	256	120.226.122.0/24
120.226.124.0	120.226.124.255	256	120.226.124.0/24
120.226.134.0	120.226.134.255	256	120.226.134.0/24
120.226.144.0	120.226.144.255	256	120.226.144.0/24
120.226.145.0	120.226.145.255	256	120.226.145.0/24
120.226.146.0	120.226.146.255	256	120.226.146.0/24
120.226.147.0	120.226.147.255	256	120.226.147.0/24
120.226.148.0	120.226.148.255	256	120.226.148.0/24
120.226.149.0	120.226.149.255	256	120.226.149.0/24
120.226.150.0	120.226.150.255	256	120.226.150.0/24
120.226.151.0	120.226.151.255	256	120.226.151.0/24
120.226.152.0	120.226.152.255	256	120.226.152.0/24
120.226.153.0	120.226.153.255	256	120.226.153.0/24
120.226.154.0	120.226.154.255	256	120.226.154.0/24
120.226.155.0	120.226.155.255	256	120.226.155.0/24
120.226.156.0	120.226.156.255	256	120.226.156.0/24
120.226.157.0	120.226.157.255	256	120.226.157.0/24
120.226.160.0	120.226.160.255	256	120.226.160.0/24
120.226.161.0	120.226.161.255	256	120.226.161.0/24
120.226.162.0	120.226.162.255	256	120.226.162.0/24
120.226.163.0	120.226.163.255	256	120.226.163.0/24
120.226.164.0	120.226.164.255	256	120.226.164.0/24
120.226.165.0	120.226.165.255	256	120.226.165.0/24
120.226.166.0	120.226.166.255	256	120.226.166.0/24
120.226.167.0	120.226.167.255	256	120.226.167.0/24
120.226.168.0	120.226.171.255	1024	120.226.168.0/22
120.226.178.0	120.226.178.255	256	120.226.178.0/24
120.226.179.0	120.226.179.255	256	120.226.179.0/24
120.226.180.0	120.226.180.255	256	120.226.180.0/24
120.226.181.0	120.226.181.255	256	120.226.181.0/24
120.226.182.0	120.226.182.255	256	120.226.182.0/24
120.226.183.0	120.226.183.255	256	120.226.183.0/24
120.226.184.0	120.226.184.255	256	120.226.184.0/24
120.226.185.0	120.226.185.255	256	120.226.185.0/24
120.226.186.0	120.226.186.255	256	120.226.186.0/24
120.226.187.0	120.226.187.255	256	120.226.187.0/24
120.226.188.0	120.226.188.255	256	120.226.188.0/24
120.226.189.0	120.226.189.255	256	120.226.189.0/24
120.226.190.0	120.226.191.255	512	120.226.190.0/23
120.226.192.0	120.226.192.255	256	120.226.192.0/24
120.226.193.0	120.226.193.255	256	120.226.193.0/24
120.226.194.0	120.226.194.255	256	120.226.194.0/24
120.226.195.0	120.226.195.255	256	120.226.195.0/24
120.226.196.0	120.226.196.255	256	120.226.196.0/24
120.226.197.0	120.226.197.255	256	120.226.197.0/24
120.226.198.0	120.226.198.255	256	120.226.198.0/24
120.226.199.0	120.226.199.255	256	120.226.199.0/24
120.226.200.0	120.226.201.255	512	120.226.200.0/23
120.226.202.0	120.226.203.255	512	120.226.202.0/23
120.226.204.0	120.226.205.255	512	120.226.204.0/23
120.226.206.0	120.226.206.255	256	120.226.206.0/24
120.226.207.0	120.226.207.255	256	120.226.207.0/24
120.226.211.0	120.226.211.255	256	120.226.211.0/24
120.226.212.0	120.226.213.255	512	120.226.212.0/23
120.226.214.0	120.226.215.255	512	120.226.214.0/23
120.226.216.0	120.226.217.255	512	120.226.216.0/23
120.226.220.0	120.226.221.255	512	120.226.220.0/23
120.226.222.0	120.226.223.255	512	120.226.222.0/23
120.227.0.0	120.227.255.255	65536	120.227.0.0/16
120.227.56.0	120.227.57.255	512	120.227.56.0/23
120.227.60.0	120.227.61.255	512	120.227.60.0/23
120.227.112.0	120.227.115.255	1024	120.227.112.0/22
120.227.112.0	120.227.127.255	4096	120.227.112.0/20
120.227.116.0	120.227.117.255	512	120.227.116.0/23
120.227.118.0	120.227.119.255	512	120.227.118.0/23
120.227.120.0	120.227.121.255	512	120.227.120.0/23
120.227.122.0	120.227.123.255	512	120.227.122.0/23
120.227.124.0	120.227.125.255	512	120.227.124.0/23
120.227.160.0	120.227.163.255	1024	120.227.160.0/22
120.227.160.0	120.227.167.255	2048	120.227.160.0/21
120.227.164.0	120.227.167.255	1024	120.227.164.0/22
120.227.176.0	120.227.179.255	1024	120.227.176.0/22
120.227.176.0	120.227.183.255	2048	120.227.176.0/21
120.227.180.0	120.227.183.255	1024	120.227.180.0/22
120.227.192.0	120.227.195.255	1024	120.227.192.0/22
120.227.192.0	120.227.199.255	2048	120.227.192.0/21
120.227.196.0	120.227.199.255	1024	120.227.196.0/22
120.227.200.0	120.227.203.255	1024	120.227.200.0/22
120.227.200.0	120.227.207.255	2048	120.227.200.0/21
120.227.204.0	120.227.205.255	512	120.227.204.0/23
120.227.208.0	120.227.208.255	256	120.227.208.0/24
120.227.208.0	120.227.215.255	2048	120.227.208.0/21
120.227.209.0	120.227.209.255	256	120.227.209.0/24
120.227.210.0	120.227.210.255	256	120.227.210.0/24
120.227.216.0	120.227.219.255	1024	120.227.216.0/22
120.227.216.0	120.227.223.255	2048	120.227.216.0/21
120.227.220.0	120.227.223.255	1024	120.227.220.0/22
120.227.242.0	120.227.243.255	512	120.227.242.0/23
120.228.0.0	120.228.1.255	512	120.228.0.0/23
120.228.0.0	120.228.255.255	65536	120.228.0.0/16
120.228.2.0	120.228.3.255	512	120.228.2.0/23
120.228.7.0	120.228.7.255	256	120.228.7.0/24
120.228.8.0	120.228.15.255	2048	120.228.8.0/21
120.228.12.0	120.228.13.255	512	120.228.12.0/23
120.228.14.0	120.228.14.255	256	120.228.14.0/24
120.228.15.0	120.228.15.255	256	120.228.15.0/24
120.228.24.0	120.228.24.255	256	120.228.24.0/24
120.228.24.0	120.228.27.255	1024	120.228.24.0/22
120.228.25.0	120.228.25.255	256	120.228.25.0/24
120.228.26.0	120.228.26.255	256	120.228.26.0/24
120.228.27.0	120.228.27.255	256	120.228.27.0/24
120.228.68.0	120.228.71.255	1024	120.228.68.0/22
120.228.72.0	120.228.73.255	512	120.228.72.0/23
120.228.74.0	120.228.75.255	512	120.228.74.0/23
120.228.76.0	120.228.79.255	1024	120.228.76.0/22
120.228.98.0	120.228.99.255	512	120.228.98.0/23
120.228.100.0	120.228.103.255	1024	120.228.100.0/22
120.228.104.0	120.228.107.255	1024	120.228.104.0/22
120.228.108.0	120.228.109.255	512	120.228.108.0/23
120.228.116.0	120.228.119.255	1024	120.228.116.0/22
120.228.120.0	120.228.121.255	512	120.228.120.0/23
120.228.122.0	120.228.123.255	512	120.228.122.0/23
120.228.124.0	120.228.127.255	1024	120.228.124.0/22
120.228.128.0	120.228.128.255	256	120.228.128.0/24
120.228.129.0	120.228.129.255	256	120.228.129.0/24
120.228.130.0	120.228.130.255	256	120.228.130.0/24
120.228.131.0	120.228.131.255	256	120.228.131.0/24
120.228.132.0	120.228.132.255	256	120.228.132.0/24
120.228.133.0	120.228.133.255	256	120.228.133.0/24
120.228.134.0	120.228.134.255	256	120.228.134.0/24
120.228.138.0	120.228.139.255	512	120.228.138.0/23
120.228.140.0	120.228.141.255	512	120.228.140.0/23
120.228.142.0	120.228.143.255	512	120.228.142.0/23
120.228.146.0	120.228.147.255	512	120.228.146.0/23
120.228.148.0	120.228.149.255	512	120.228.148.0/23
120.228.150.0	120.228.151.255	512	120.228.150.0/23
120.228.152.0	120.228.152.255	256	120.228.152.0/24
120.228.152.0	120.228.159.255	2048	120.228.152.0/21
120.228.153.0	120.228.153.255	256	120.228.153.0/24
120.228.154.0	120.228.154.255	256	120.228.154.0/24
120.228.155.0	120.228.155.255	256	120.228.155.0/24
120.228.156.0	120.228.156.255	256	120.228.156.0/24
120.228.157.0	120.228.157.255	256	120.228.157.0/24
120.228.158.0	120.228.158.255	256	120.228.158.0/24
120.228.159.0	120.228.159.255	256	120.228.159.0/24
120.228.168.0	120.228.168.255	256	120.228.168.0/24
120.228.169.0	120.228.169.255	256	120.228.169.0/24
120.228.170.0	120.228.170.255	256	120.228.170.0/24
120.228.171.0	120.228.171.255	256	120.228.171.0/24
120.228.172.0	120.228.172.255	256	120.228.172.0/24
120.228.173.0	120.228.173.255	256	120.228.173.0/24
120.228.174.0	120.228.174.255	256	120.228.174.0/24
120.228.175.0	120.228.175.255	256	120.228.175.0/24
120.228.176.0	120.228.179.255	1024	120.228.176.0/22
120.228.182.0	120.228.183.255	512	120.228.182.0/23
120.228.184.0	120.228.184.255	256	120.228.184.0/24
120.228.185.0	120.228.185.255	256	120.228.185.0/24
120.228.186.0	120.228.186.255	256	120.228.186.0/24
120.228.187.0	120.228.187.255	256	120.228.187.0/24
120.228.188.0	120.228.188.255	256	120.228.188.0/24
120.228.192.0	120.228.195.255	1024	120.228.192.0/22
120.228.192.0	120.228.207.255	4096	120.228.192.0/20
120.228.196.0	120.228.197.255	512	120.228.196.0/23
120.228.198.0	120.228.199.255	512	120.228.198.0/23
120.228.200.0	120.228.201.255	512	120.228.200.0/23
120.228.202.0	120.228.203.255	512	120.228.202.0/23
120.228.204.0	120.228.207.255	1024	120.228.204.0/22
120.228.208.0	120.228.211.255	1024	120.228.208.0/22
120.228.210.0	120.228.210.255	256	120.228.210.0/24
120.228.211.0	120.228.211.255	256	120.228.211.0/24
120.228.212.0	120.228.215.255	1024	120.228.212.0/22
120.228.224.0	120.228.224.255	256	120.228.224.0/24
120.228.225.0	120.228.225.255	256	120.228.225.0/24
120.228.226.0	120.228.226.255	256	120.228.226.0/24
120.228.227.0	120.228.227.255	256	120.228.227.0/24
120.228.232.0	120.228.232.255	256	120.228.232.0/24
120.228.233.0	120.228.233.255	256	120.228.233.0/24
120.228.234.0	120.228.234.255	256	120.228.234.0/24
120.228.235.0	120.228.235.255	256	120.228.235.0/24
120.228.236.0	120.228.236.255	256	120.228.236.0/24
120.228.237.0	120.228.237.255	256	120.228.237.0/24
120.228.238.0	120.228.238.255	256	120.228.238.0/24
120.229.0.0	120.229.255.255	65536	120.229.0.0/16
120.230.0.0	120.230.255.255	65536	120.230.0.0/16
120.230.0.0	120.231.255.255	131072	120.230.0.0/15
120.231.0.0	120.231.255.255	65536	120.231.0.0/16
120.232.0.0	120.232.7.255	2048	120.232.0.0/21
120.232.0.0	120.232.255.255	65536	120.232.0.0/16
120.232.1.0	120.232.1.255	256	120.232.1.0/24
120.232.2.0	120.232.2.255	256	120.232.2.0/24
120.232.3.0	120.232.3.255	256	120.232.3.0/24
120.232.8.0	120.232.8.255	256	120.232.8.0/24
120.232.8.0	120.232.9.255	512	120.232.8.0/23
120.232.14.0	120.232.15.255	512	120.232.14.0/23
120.232.16.0	120.232.17.255	512	120.232.16.0/23
120.232.32.0	120.232.33.255	512	120.232.32.0/23
120.232.34.0	120.232.35.255	512	120.232.34.0/23
120.232.39.0	120.232.39.255	256	120.232.39.0/24
120.232.40.0	120.232.40.255	256	120.232.40.0/24
120.232.41.0	120.232.41.255	256	120.232.41.0/24
120.232.42.0	120.232.42.255	256	120.232.42.0/24
120.232.43.0	120.232.43.255	256	120.232.43.0/24
120.232.53.0	120.232.53.255	256	120.232.53.0/24
120.232.54.0	120.232.55.255	512	120.232.54.0/23
120.232.56.0	120.232.59.255	1024	120.232.56.0/22
120.232.57.0	120.232.57.255	256	120.232.57.0/24
120.232.96.0	120.232.127.255	8192	120.232.96.0/19
120.232.140.0	120.232.141.255	512	120.232.140.0/23
120.232.148.0	120.232.149.255	512	120.232.148.0/23
120.232.150.0	120.232.151.255	512	120.232.150.0/23
120.232.152.0	120.232.159.255	2048	120.232.152.0/21
120.232.160.0	120.232.163.255	1024	120.232.160.0/22
120.232.164.0	120.232.167.255	1024	120.232.164.0/22
120.232.168.0	120.232.169.255	512	120.232.168.0/23
120.232.202.0	120.232.203.255	512	120.232.202.0/23
120.232.204.0	120.232.207.255	1024	120.232.204.0/22
120.232.224.0	120.232.231.255	2048	120.232.224.0/21
120.232.236.0	120.232.239.255	1024	120.232.236.0/22
120.232.238.0	120.232.239.255	512	120.232.238.0/23
120.232.240.0	120.232.241.255	512	120.232.240.0/23
120.232.242.0	120.232.243.255	512	120.232.242.0/23
120.232.244.0	120.232.247.255	1024	120.232.244.0/22
120.232.248.0	120.232.249.255	512	120.232.248.0/23
120.233.0.0	120.233.3.255	1024	120.233.0.0/22
120.233.0.0	120.233.255.255	65536	120.233.0.0/16
120.233.4.0	120.233.4.255	256	120.233.4.0/24
120.233.5.0	120.233.5.255	256	120.233.5.0/24
120.233.6.0	120.233.7.255	512	120.233.6.0/23
120.233.24.0	120.233.27.255	1024	120.233.24.0/22
120.233.28.0	120.233.31.255	1024	120.233.28.0/22
120.233.32.0	120.233.35.255	1024	120.233.32.0/22
120.233.35.0	120.233.35.255	256	120.233.35.0/24
120.233.36.0	120.233.39.255	1024	120.233.36.0/22
120.233.40.0	120.233.47.255	2048	120.233.40.0/21
120.233.48.0	120.233.49.255	512	120.233.48.0/23
120.233.50.0	120.233.50.255	256	120.233.50.0/24
120.233.51.0	120.233.51.255	256	120.233.51.0/24
120.233.56.0	120.233.59.255	1024	120.233.56.0/22
120.233.72.0	120.233.73.255	512	120.233.72.0/23
120.233.73.0	120.233.73.255	256	120.233.73.0/24
120.233.74.0	120.233.75.255	512	120.233.74.0/23
120.233.76.0	120.233.79.255	1024	120.233.76.0/22
120.233.80.0	120.233.87.255	2048	120.233.80.0/21
120.233.88.0	120.233.91.255	1024	120.233.88.0/22
120.233.92.0	120.233.93.255	512	120.233.92.0/23
120.233.94.0	120.233.94.255	256	120.233.94.0/24
120.233.94.0	120.233.95.255	512	120.233.94.0/23
120.233.112.0	120.233.112.255	256	120.233.112.0/24
120.233.116.0	120.233.117.255	512	120.233.116.0/23
120.233.118.0	120.233.118.255	256	120.233.118.0/24
120.233.149.0	120.233.149.255	256	120.233.149.0/24
120.233.194.0	120.233.194.255	256	120.233.194.0/24
120.233.195.0	120.233.195.255	256	120.233.195.0/24
120.233.196.0	120.233.199.255	1024	120.233.196.0/22
120.233.200.0	120.233.203.255	1024	120.233.200.0/22
120.234.0.0	120.234.255.255	65536	120.234.0.0/16
120.234.175.0	120.234.175.255	256	120.234.175.0/24
120.234.176.0	120.234.176.255	256	120.234.176.0/24
120.234.177.0	120.234.177.255	256	120.234.177.0/24
120.235.0.0	120.235.255.255	65536	120.235.0.0/16
120.236.0.0	120.236.255.255	65536	120.236.0.0/16
120.236.114.0	120.236.114.255	256	120.236.114.0/24
120.237.0.0	120.237.255.255	65536	120.237.0.0/16
120.237.16.0	120.237.16.255	256	120.237.16.0/24
120.237.17.0	120.237.17.255	256	120.237.17.0/24
120.238.0.0	120.238.255.255	65536	120.238.0.0/16
120.238.118.0	120.238.118.255	256	120.238.118.0/24
120.238.129.0	120.238.129.255	256	120.238.129.0/24
120.239.0.0	120.239.255.255	65536	120.239.0.0/16
120.240.0.0	120.240.255.255	65536	120.240.0.0/16
120.240.82.0	120.240.83.255	512	120.240.82.0/23
120.240.84.0	120.240.85.255	512	120.240.84.0/23
120.240.86.0	120.240.86.255	256	120.240.86.0/24
120.240.87.0	120.240.87.255	256	120.240.87.0/24
120.240.92.0	120.240.92.255	256	120.240.92.0/24
120.240.94.0	120.240.95.255	512	120.240.94.0/23
120.240.96.0	120.240.99.255	1024	120.240.96.0/22
120.240.126.0	120.240.127.255	512	120.240.126.0/23
120.240.162.0	120.240.163.255	512	120.240.162.0/23
120.240.170.0	120.240.171.255	512	120.240.170.0/23
120.240.232.0	120.240.235.255	1024	120.240.232.0/22
120.241.0.0	120.241.255.255	65536	120.241.0.0/16
120.241.44.0	120.241.45.255	512	120.241.44.0/23
120.241.46.0	120.241.47.255	512	120.241.46.0/23
120.241.48.0	120.241.51.255	1024	120.241.48.0/22
120.241.52.0	120.241.55.255	1024	120.241.52.0/22
120.241.70.0	120.241.70.255	256	120.241.70.0/24
120.241.80.0	120.241.83.255	1024	120.241.80.0/22
120.241.86.0	120.241.86.255	256	120.241.86.0/24
120.241.87.0	120.241.87.255	256	120.241.87.0/24
120.241.88.0	120.241.88.255	256	120.241.88.0/24
120.241.89.0	120.241.89.255	256	120.241.89.0/24
120.241.90.0	120.241.90.255	256	120.241.90.0/24
120.241.91.0	120.241.91.255	256	120.241.91.0/24
120.241.92.0	120.241.92.255	256	120.241.92.0/24
120.241.93.0	120.241.93.255	256	120.241.93.0/24
120.241.94.0	120.241.94.255	256	120.241.94.0/24
120.241.95.0	120.241.95.255	256	120.241.95.0/24
120.241.96.0	120.241.96.255	256	120.241.96.0/24
120.241.97.0	120.241.97.255	256	120.241.97.0/24
120.241.98.0	120.241.99.255	512	120.241.98.0/23
120.241.100.0	120.241.100.255	256	120.241.100.0/24
120.241.106.0	120.241.106.255	256	120.241.106.0/24
120.241.108.0	120.241.111.255	1024	120.241.108.0/22
120.241.124.0	120.241.125.255	512	120.241.124.0/23
120.241.147.0	120.241.147.255	256	120.241.147.0/24
120.241.148.0	120.241.151.255	1024	120.241.148.0/22
120.241.152.0	120.241.155.255	1024	120.241.152.0/22
120.241.156.0	120.241.156.255	256	120.241.156.0/24
120.241.247.0	120.241.247.255	256	120.241.247.0/24
120.241.248.0	120.241.248.255	256	120.241.248.0/24
120.241.254.0	120.241.255.255	512	120.241.254.0/23
120.244.0.0	120.244.255.255	65536	120.244.0.0/16
120.244.0.0	120.245.255.255	131072	120.244.0.0/15
120.245.0.0	120.245.255.255	65536	120.245.0.0/16
120.245.14.0	120.245.14.255	256	120.245.14.0/24
120.245.15.0	120.245.15.255	256	120.245.15.0/24
120.246.0.0	120.246.127.255	32768	120.246.0.0/17
123.136.0.0	123.136.15.255	4096	123.136.0.0/20
182.239.64.0	182.239.127.255	16384	182.239.64.0/18
182.239.72.0	182.239.72.255	256	182.239.72.0/24
182.239.73.0	182.239.73.255	256	182.239.73.0/24
182.239.74.0	182.239.74.255	256	182.239.74.0/24
182.239.75.0	182.239.75.255	256	182.239.75.0/24
182.239.76.0	182.239.76.255	256	182.239.76.0/24
182.239.77.0	182.239.77.255	256	182.239.77.0/24
182.239.78.0	182.239.78.255	256	182.239.78.0/24
182.239.79.0	182.239.79.255	256	182.239.79.0/24
182.239.80.0	182.239.80.255	256	182.239.80.0/24
182.239.81.0	182.239.81.255	256	182.239.81.0/24
182.239.82.0	182.239.82.255	256	182.239.82.0/24
182.239.83.0	182.239.83.255	256	182.239.83.0/24
182.239.84.0	182.239.84.255	256	182.239.84.0/24
182.239.85.0	182.239.85.255	256	182.239.85.0/24
182.239.86.0	182.239.86.255	256	182.239.86.0/24
182.239.87.0	182.239.87.255	256	182.239.87.0/24
182.239.88.0	182.239.88.255	256	182.239.88.0/24
182.239.89.0	182.239.89.255	256	182.239.89.0/24
182.239.90.0	182.239.90.255	256	182.239.90.0/24
182.239.92.0	182.239.92.255	256	182.239.92.0/24
182.239.92.0	182.239.93.255	512	182.239.92.0/23
