#截止2023-09-25，中国移动IP地址段共计5791条。移动AS区域
#IP起始	结束	数量	网络
36.128.0.0	36.128.15.255	4096	36.128.0.0/20
36.128.0.0	36.128.255.255	65536	36.128.0.0/16
36.128.16.0	36.128.31.255	4096	36.128.16.0/20
36.128.32.0	36.128.47.255	4096	36.128.32.0/20
36.128.48.0	36.128.63.255	4096	36.128.48.0/20
36.128.64.0	36.128.79.255	4096	36.128.64.0/20
36.128.80.0	36.128.87.255	2048	36.128.80.0/21
36.128.88.0	36.128.95.255	2048	36.128.88.0/21
36.128.96.0	36.128.127.255	8192	36.128.96.0/19
36.128.128.0	36.128.159.255	8192	36.128.128.0/19
36.128.160.0	36.128.175.255	4096	36.128.160.0/20
36.128.176.0	36.128.191.255	4096	36.128.176.0/20
36.128.192.0	36.128.223.255	8192	36.128.192.0/19
36.128.224.0	36.128.255.255	8192	36.128.224.0/19
36.129.0.0	36.129.63.255	16384	36.129.0.0/18
36.129.0.0	36.129.127.255	32768	36.129.0.0/17
36.129.56.0	36.129.56.255	256	36.129.56.0/24
36.129.57.0	36.129.57.255	256	36.129.57.0/24
36.129.64.0	36.129.79.255	4096	36.129.64.0/20
36.129.76.0	36.129.76.255	256	36.129.76.0/24
36.129.77.0	36.129.77.255	256	36.129.77.0/24
36.129.80.0	36.129.87.255	2048	36.129.80.0/21
36.129.86.0	36.129.86.255	256	36.129.86.0/24
36.129.88.0	36.129.95.255	2048	36.129.88.0/21
36.129.93.0	36.129.93.255	256	36.129.93.0/24
36.129.96.0	36.129.103.255	2048	36.129.96.0/21
36.129.104.0	36.129.111.255	2048	36.129.104.0/21
36.129.111.0	36.129.111.255	256	36.129.111.0/24
36.129.112.0	36.129.119.255	2048	36.129.112.0/21
36.129.120.0	36.129.127.255	2048	36.129.120.0/21
36.129.122.0	36.129.122.255	256	36.129.122.0/24
36.129.128.0	36.129.159.255	8192	36.129.128.0/19
36.129.128.0	36.129.255.255	32768	36.129.128.0/17
36.129.154.0	36.129.154.255	256	36.129.154.0/24
36.129.155.0	36.129.155.255	256	36.129.155.0/24
36.129.160.0	36.129.175.255	4096	36.129.160.0/20
36.129.170.0	36.129.170.255	256	36.129.170.0/24
36.129.171.0	36.129.171.255	256	36.129.171.0/24
36.129.176.0	36.129.183.255	2048	36.129.176.0/21
36.129.184.0	36.129.191.255	2048	36.129.184.0/21
36.129.192.0	36.129.199.255	2048	36.129.192.0/21
36.129.200.0	36.129.207.255	2048	36.129.200.0/21
36.129.208.0	36.129.223.255	4096	36.129.208.0/20
36.129.248.0	36.129.255.255	2048	36.129.248.0/21
36.129.255.0	36.129.255.255	256	36.129.255.0/24
36.130.0.0	36.130.63.255	16384	36.130.0.0/18
36.130.0.0	36.130.255.255	65536	36.130.0.0/16
36.130.64.0	36.130.79.255	4096	36.130.64.0/20
36.130.80.0	36.130.87.255	2048	36.130.80.0/21
36.130.88.0	36.130.95.255	2048	36.130.88.0/21
36.130.96.0	36.130.103.255	2048	36.130.96.0/21
36.130.104.0	36.130.111.255	2048	36.130.104.0/21
36.130.112.0	36.130.119.255	2048	36.130.112.0/21
36.130.120.0	36.130.127.255	2048	36.130.120.0/21
36.130.128.0	36.130.191.255	16384	36.130.128.0/18
36.130.192.0	36.130.207.255	4096	36.130.192.0/20
36.130.208.0	36.130.223.255	4096	36.130.208.0/20
36.130.224.0	36.130.239.255	4096	36.130.224.0/20
36.130.240.0	36.130.247.255	2048	36.130.240.0/21
36.130.248.0	36.130.255.255	2048	36.130.248.0/21
36.131.0.0	36.131.31.255	8192	36.131.0.0/19
36.131.64.0	36.131.67.255	1024	36.131.64.0/22
36.131.68.0	36.131.68.255	256	36.131.68.0/24
36.132.0.0	36.132.15.255	4096	36.132.0.0/20
36.132.16.0	36.132.16.255	256	36.132.16.0/24
36.132.17.0	36.132.17.255	256	36.132.17.0/24
36.132.18.0	36.132.18.255	256	36.132.18.0/24
36.132.19.0	36.132.19.255	256	36.132.19.0/24
36.132.20.0	36.132.20.255	256	36.132.20.0/24
36.132.21.0	36.132.21.255	256	36.132.21.0/24
36.132.22.0	36.132.22.255	256	36.132.22.0/24
36.132.23.0	36.132.23.255	256	36.132.23.0/24
36.132.24.0	36.132.24.255	256	36.132.24.0/24
36.132.25.0	36.132.25.255	256	36.132.25.0/24
36.132.26.0	36.132.26.255	256	36.132.26.0/24
36.132.27.0	36.132.27.255	256	36.132.27.0/24
36.132.28.0	36.132.28.255	256	36.132.28.0/24
36.132.29.0	36.132.29.255	256	36.132.29.0/24
36.133.12.0	36.133.12.255	256	36.133.12.0/24
36.134.0.0	36.134.7.255	2048	36.134.0.0/21
36.134.66.0	36.134.67.255	512	36.134.66.0/23
36.134.68.0	36.134.69.255	512	36.134.68.0/23
36.134.76.0	36.134.77.255	512	36.134.76.0/23
36.134.94.0	36.134.94.255	256	36.134.94.0/24
36.134.96.0	36.134.99.255	1024	36.134.96.0/22
36.134.102.0	36.134.102.255	256	36.134.102.0/24
36.134.103.0	36.134.103.255	256	36.134.103.0/24
36.134.106.0	36.134.107.255	512	36.134.106.0/23
36.134.108.0	36.134.109.255	512	36.134.108.0/23
36.134.198.0	36.134.199.255	512	36.134.198.0/23
36.134.222.0	36.134.223.255	512	36.134.222.0/23
36.135.0.0	36.135.31.255	8192	36.135.0.0/19
36.135.0.0	36.135.127.255	32768	36.135.0.0/17
36.135.32.0	36.135.63.255	8192	36.135.32.0/19
36.135.34.0	36.135.34.255	256	36.135.34.0/24
36.135.36.0	36.135.37.255	512	36.135.36.0/23
36.135.42.0	36.135.42.255	256	36.135.42.0/24
36.135.43.0	36.135.43.255	256	36.135.43.0/24
36.135.44.0	36.135.44.255	256	36.135.44.0/24
36.135.45.0	36.135.45.255	256	36.135.45.0/24
36.135.46.0	36.135.46.255	256	36.135.46.0/24
36.135.47.0	36.135.47.255	256	36.135.47.0/24
36.135.48.0	36.135.48.255	256	36.135.48.0/24
36.135.49.0	36.135.49.255	256	36.135.49.0/24
36.135.50.0	36.135.50.255	256	36.135.50.0/24
36.135.51.0	36.135.51.255	256	36.135.51.0/24
36.135.54.0	36.135.54.255	256	36.135.54.0/24
36.135.64.0	36.135.67.255	1024	36.135.64.0/22
36.135.64.0	36.135.127.255	16384	36.135.64.0/18
36.135.69.0	36.135.69.255	256	36.135.69.0/24
36.135.70.0	36.135.70.255	256	36.135.70.0/24
36.135.76.0	36.135.79.255	1024	36.135.76.0/22
36.135.89.0	36.135.89.255	256	36.135.89.0/24
36.135.91.0	36.135.91.255	256	36.135.91.0/24
36.135.121.0	36.135.121.255	256	36.135.121.0/24
36.135.122.0	36.135.123.255	512	36.135.122.0/23
36.135.124.0	36.135.125.255	512	36.135.124.0/23
36.137.6.0	36.137.7.255	512	36.137.6.0/23
36.137.12.0	36.137.13.255	512	36.137.12.0/23
36.137.14.0	36.137.15.255	512	36.137.14.0/23
36.137.48.0	36.137.49.255	512	36.137.48.0/23
36.137.72.0	36.137.75.255	1024	36.137.72.0/22
36.137.150.0	36.137.150.255	256	36.137.150.0/24
36.137.151.0	36.137.151.255	256	36.137.151.0/24
36.137.152.0	36.137.152.255	256	36.137.152.0/24
36.137.196.0	36.137.199.255	1024	36.137.196.0/22
36.137.212.0	36.137.213.255	512	36.137.212.0/23
36.137.214.0	36.137.215.255	512	36.137.214.0/23
36.137.224.0	36.137.227.255	1024	36.137.224.0/22
36.138.0.0	36.138.7.255	2048	36.138.0.0/21
36.138.88.0	36.138.88.255	256	36.138.88.0/24
36.138.89.0	36.138.89.255	256	36.138.89.0/24
36.138.110.0	36.138.110.255	256	36.138.110.0/24
36.138.111.0	36.138.111.255	256	36.138.111.0/24
36.138.116.0	36.138.119.255	1024	36.138.116.0/22
36.138.120.0	36.138.123.255	1024	36.138.120.0/22
36.138.130.0	36.138.131.255	512	36.138.130.0/23
36.138.132.0	36.138.135.255	1024	36.138.132.0/22
36.138.208.0	36.138.208.255	256	36.138.208.0/24
36.138.236.0	36.138.236.255	256	36.138.236.0/24
36.138.237.0	36.138.237.255	256	36.138.237.0/24
36.138.245.0	36.138.245.255	256	36.138.245.0/24
36.138.246.0	36.138.247.255	512	36.138.246.0/23
36.138.254.0	36.138.255.255	512	36.138.254.0/23
36.139.0.0	36.139.7.255	2048	36.139.0.0/21
36.139.8.0	36.139.15.255	2048	36.139.8.0/21
36.139.34.0	36.139.35.255	512	36.139.34.0/23
36.139.36.0	36.139.39.255	1024	36.139.36.0/22
36.139.52.0	36.139.55.255	1024	36.139.52.0/22
36.139.56.0	36.139.63.255	2048	36.139.56.0/21
36.139.80.0	36.139.87.255	2048	36.139.80.0/21
36.139.88.0	36.139.95.255	2048	36.139.88.0/21
36.139.152.0	36.139.159.255	2048	36.139.152.0/21
36.139.224.0	36.139.231.255	2048	36.139.224.0/21
36.139.251.0	36.139.251.255	256	36.139.251.0/24
36.139.252.0	36.139.252.255	256	36.139.252.0/24
36.139.253.0	36.139.253.255	256	36.139.253.0/24
36.140.4.0	36.140.7.255	1024	36.140.4.0/22
36.140.8.0	36.140.9.255	512	36.140.8.0/23
36.140.11.0	36.140.11.255	256	36.140.11.0/24
36.140.12.0	36.140.12.255	256	36.140.12.0/24
36.140.14.0	36.140.15.255	512	36.140.14.0/23
36.140.20.0	36.140.23.255	1024	36.140.20.0/22
36.140.32.0	36.140.39.255	2048	36.140.32.0/21
36.140.56.0	36.140.59.255	1024	36.140.56.0/22
36.140.64.0	36.140.67.255	1024	36.140.64.0/22
36.140.80.0	36.140.87.255	2048	36.140.80.0/21
36.140.107.0	36.140.107.255	256	36.140.107.0/24
36.140.110.0	36.140.111.255	512	36.140.110.0/23
36.140.112.0	36.140.112.255	256	36.140.112.0/24
36.141.0.0	36.141.127.255	32768	36.141.0.0/17
36.141.126.0	36.141.126.255	256	36.141.126.0/24
36.141.127.0	36.141.127.255	256	36.141.127.0/24
36.148.0.0	36.148.127.255	32768	36.148.0.0/17
36.148.104.0	36.148.104.255	256	36.148.104.0/24
36.148.104.0	36.148.107.255	1024	36.148.104.0/22
36.148.105.0	36.148.105.255	256	36.148.105.0/24
36.148.106.0	36.148.106.255	256	36.148.106.0/24
36.148.107.0	36.148.107.255	256	36.148.107.0/24
36.148.108.0	36.148.111.255	1024	36.148.108.0/22
36.148.112.0	36.148.112.255	256	36.148.112.0/24
36.148.112.0	36.148.119.255	2048	36.148.112.0/21
36.148.113.0	36.148.113.255	256	36.148.113.0/24
36.148.114.0	36.148.114.255	256	36.148.114.0/24
36.148.115.0	36.148.115.255	256	36.148.115.0/24
36.148.116.0	36.148.116.255	256	36.148.116.0/24
36.148.120.0	36.148.123.255	1024	36.148.120.0/22
36.148.124.0	36.148.124.255	256	36.148.124.0/24
36.148.124.0	36.148.127.255	1024	36.148.124.0/22
36.148.125.0	36.148.125.255	256	36.148.125.0/24
36.148.126.0	36.148.126.255	256	36.148.126.0/24
36.148.127.0	36.148.127.255	256	36.148.127.0/24
36.148.128.0	36.148.255.255	32768	36.148.128.0/17
36.149.0.0	36.149.0.255	256	36.149.0.0/24
36.149.0.0	36.149.63.255	16384	36.149.0.0/18
36.149.0.0	36.149.255.255	65536	36.149.0.0/16
36.149.1.0	36.149.1.255	256	36.149.1.0/24
36.149.2.0	36.149.2.255	256	36.149.2.0/24
36.149.3.0	36.149.3.255	256	36.149.3.0/24
36.149.4.0	36.149.4.255	256	36.149.4.0/24
36.149.5.0	36.149.5.255	256	36.149.5.0/24
36.149.6.0	36.149.6.255	256	36.149.6.0/24
36.149.7.0	36.149.7.255	256	36.149.7.0/24
36.149.8.0	36.149.8.255	256	36.149.8.0/24
36.149.9.0	36.149.9.255	256	36.149.9.0/24
36.149.10.0	36.149.10.255	256	36.149.10.0/24
36.149.11.0	36.149.11.255	256	36.149.11.0/24
36.149.12.0	36.149.12.255	256	36.149.12.0/24
36.149.13.0	36.149.13.255	256	36.149.13.0/24
36.149.14.0	36.149.14.255	256	36.149.14.0/24
36.149.15.0	36.149.15.255	256	36.149.15.0/24
36.149.16.0	36.149.16.255	256	36.149.16.0/24
36.149.17.0	36.149.17.255	256	36.149.17.0/24
36.149.18.0	36.149.18.255	256	36.149.18.0/24
36.149.19.0	36.149.19.255	256	36.149.19.0/24
36.149.20.0	36.149.20.255	256	36.149.20.0/24
36.149.21.0	36.149.21.255	256	36.149.21.0/24
36.149.22.0	36.149.22.255	256	36.149.22.0/24
36.149.23.0	36.149.23.255	256	36.149.23.0/24
36.149.24.0	36.149.24.255	256	36.149.24.0/24
36.149.25.0	36.149.25.255	256	36.149.25.0/24
36.149.26.0	36.149.26.255	256	36.149.26.0/24
36.149.27.0	36.149.27.255	256	36.149.27.0/24
36.149.28.0	36.149.28.255	256	36.149.28.0/24
36.149.29.0	36.149.29.255	256	36.149.29.0/24
36.149.30.0	36.149.30.255	256	36.149.30.0/24
36.149.32.0	36.149.32.255	256	36.149.32.0/24
36.149.33.0	36.149.33.255	256	36.149.33.0/24
36.149.34.0	36.149.34.255	256	36.149.34.0/24
36.149.35.0	36.149.35.255	256	36.149.35.0/24
36.149.36.0	36.149.36.255	256	36.149.36.0/24
36.149.37.0	36.149.37.255	256	36.149.37.0/24
36.149.38.0	36.149.38.255	256	36.149.38.0/24
36.149.39.0	36.149.39.255	256	36.149.39.0/24
36.149.40.0	36.149.40.255	256	36.149.40.0/24
36.149.41.0	36.149.41.255	256	36.149.41.0/24
36.149.42.0	36.149.42.255	256	36.149.42.0/24
36.149.43.0	36.149.43.255	256	36.149.43.0/24
36.149.44.0	36.149.44.255	256	36.149.44.0/24
36.149.45.0	36.149.45.255	256	36.149.45.0/24
36.149.46.0	36.149.46.255	256	36.149.46.0/24
36.149.47.0	36.149.47.255	256	36.149.47.0/24
36.149.48.0	36.149.48.255	256	36.149.48.0/24
36.149.49.0	36.149.49.255	256	36.149.49.0/24
36.149.51.0	36.149.51.255	256	36.149.51.0/24
36.149.52.0	36.149.52.255	256	36.149.52.0/24
36.149.53.0	36.149.53.255	256	36.149.53.0/24
36.149.54.0	36.149.55.255	512	36.149.54.0/23
36.149.56.0	36.149.63.255	2048	36.149.56.0/21
36.149.64.0	36.149.64.255	256	36.149.64.0/24
36.149.64.0	36.149.127.255	16384	36.149.64.0/18
36.149.65.0	36.149.65.255	256	36.149.65.0/24
36.149.66.0	36.149.66.255	256	36.149.66.0/24
36.149.67.0	36.149.67.255	256	36.149.67.0/24
36.149.68.0	36.149.68.255	256	36.149.68.0/24
36.149.69.0	36.149.69.255	256	36.149.69.0/24
36.149.70.0	36.149.70.255	256	36.149.70.0/24
36.149.71.0	36.149.71.255	256	36.149.71.0/24
36.149.72.0	36.149.72.255	256	36.149.72.0/24
36.149.73.0	36.149.73.255	256	36.149.73.0/24
36.149.74.0	36.149.74.255	256	36.149.74.0/24
36.149.75.0	36.149.75.255	256	36.149.75.0/24
36.149.76.0	36.149.76.255	256	36.149.76.0/24
36.149.77.0	36.149.77.255	256	36.149.77.0/24
36.149.78.0	36.149.78.255	256	36.149.78.0/24
36.149.79.0	36.149.79.255	256	36.149.79.0/24
36.149.80.0	36.149.80.255	256	36.149.80.0/24
36.149.81.0	36.149.81.255	256	36.149.81.0/24
36.149.82.0	36.149.82.255	256	36.149.82.0/24
36.149.83.0	36.149.83.255	256	36.149.83.0/24
36.149.84.0	36.149.84.255	256	36.149.84.0/24
36.149.85.0	36.149.85.255	256	36.149.85.0/24
36.149.86.0	36.149.86.255	256	36.149.86.0/24
36.149.87.0	36.149.87.255	256	36.149.87.0/24
36.149.88.0	36.149.88.255	256	36.149.88.0/24
36.149.89.0	36.149.89.255	256	36.149.89.0/24
36.149.90.0	36.149.90.255	256	36.149.90.0/24
36.149.91.0	36.149.91.255	256	36.149.91.0/24
36.149.92.0	36.149.92.255	256	36.149.92.0/24
36.149.93.0	36.149.93.255	256	36.149.93.0/24
36.149.96.0	36.149.96.255	256	36.149.96.0/24
36.149.97.0	36.149.97.255	256	36.149.97.0/24
36.149.98.0	36.149.98.255	256	36.149.98.0/24
36.149.99.0	36.149.99.255	256	36.149.99.0/24
36.149.100.0	36.149.100.255	256	36.149.100.0/24
36.149.101.0	36.149.101.255	256	36.149.101.0/24
36.149.104.0	36.149.104.255	256	36.149.104.0/24
36.149.105.0	36.149.105.255	256	36.149.105.0/24
36.149.106.0	36.149.106.255	256	36.149.106.0/24
36.149.107.0	36.149.107.255	256	36.149.107.0/24
36.149.108.0	36.149.108.255	256	36.149.108.0/24
36.149.110.0	36.149.110.255	256	36.149.110.0/24
36.149.111.0	36.149.111.255	256	36.149.111.0/24
36.149.112.0	36.149.112.255	256	36.149.112.0/24
36.149.113.0	36.149.113.255	256	36.149.113.0/24
36.149.115.0	36.149.115.255	256	36.149.115.0/24
36.149.116.0	36.149.116.255	256	36.149.116.0/24
36.149.117.0	36.149.117.255	256	36.149.117.0/24
36.149.118.0	36.149.119.255	512	36.149.118.0/23
36.149.120.0	36.149.127.255	2048	36.149.120.0/21
36.149.128.0	36.149.128.255	256	36.149.128.0/24
36.149.128.0	36.149.191.255	16384	36.149.128.0/18
36.149.129.0	36.149.129.255	256	36.149.129.0/24
36.149.130.0	36.149.130.255	256	36.149.130.0/24
36.149.131.0	36.149.131.255	256	36.149.131.0/24
36.149.132.0	36.149.132.255	256	36.149.132.0/24
36.149.133.0	36.149.133.255	256	36.149.133.0/24
36.149.134.0	36.149.134.255	256	36.149.134.0/24
36.149.135.0	36.149.135.255	256	36.149.135.0/24
36.149.136.0	36.149.136.255	256	36.149.136.0/24
36.149.137.0	36.149.137.255	256	36.149.137.0/24
36.149.138.0	36.149.138.255	256	36.149.138.0/24
36.149.139.0	36.149.139.255	256	36.149.139.0/24
36.149.140.0	36.149.140.255	256	36.149.140.0/24
36.149.141.0	36.149.141.255	256	36.149.141.0/24
36.149.142.0	36.149.142.255	256	36.149.142.0/24
36.149.143.0	36.149.143.255	256	36.149.143.0/24
36.149.144.0	36.149.144.255	256	36.149.144.0/24
36.149.145.0	36.149.145.255	256	36.149.145.0/24
36.149.146.0	36.149.146.255	256	36.149.146.0/24
36.149.147.0	36.149.147.255	256	36.149.147.0/24
36.149.148.0	36.149.148.255	256	36.149.148.0/24
36.149.149.0	36.149.149.255	256	36.149.149.0/24
36.149.150.0	36.149.150.255	256	36.149.150.0/24
36.149.151.0	36.149.151.255	256	36.149.151.0/24
36.149.152.0	36.149.152.255	256	36.149.152.0/24
36.149.153.0	36.149.153.255	256	36.149.153.0/24
36.149.154.0	36.149.154.255	256	36.149.154.0/24
36.149.155.0	36.149.155.255	256	36.149.155.0/24
36.149.156.0	36.149.156.255	256	36.149.156.0/24
36.149.157.0	36.149.157.255	256	36.149.157.0/24
36.149.158.0	36.149.158.255	256	36.149.158.0/24
36.149.160.0	36.149.160.255	256	36.149.160.0/24
36.149.161.0	36.149.161.255	256	36.149.161.0/24
36.149.162.0	36.149.162.255	256	36.149.162.0/24
36.149.163.0	36.149.163.255	256	36.149.163.0/24
36.149.164.0	36.149.165.255	512	36.149.164.0/23
36.149.166.0	36.149.166.255	256	36.149.166.0/24
36.149.167.0	36.149.167.255	256	36.149.167.0/24
36.149.168.0	36.149.168.255	256	36.149.168.0/24
36.149.169.0	36.149.169.255	256	36.149.169.0/24
36.149.170.0	36.149.170.255	256	36.149.170.0/24
36.149.171.0	36.149.171.255	256	36.149.171.0/24
36.149.172.0	36.149.172.255	256	36.149.172.0/24
36.149.173.0	36.149.173.255	256	36.149.173.0/24
36.149.174.0	36.149.174.255	256	36.149.174.0/24
36.149.175.0	36.149.175.255	256	36.149.175.0/24
36.149.176.0	36.149.176.255	256	36.149.176.0/24
36.149.177.0	36.149.177.255	256	36.149.177.0/24
36.149.179.0	36.149.179.255	256	36.149.179.0/24
36.149.180.0	36.149.180.255	256	36.149.180.0/24
36.149.182.0	36.149.183.255	512	36.149.182.0/23
36.149.184.0	36.149.191.255	2048	36.149.184.0/21
36.149.192.0	36.149.192.255	256	36.149.192.0/24
36.149.192.0	36.149.255.255	16384	36.149.192.0/18
36.149.193.0	36.149.193.255	256	36.149.193.0/24
36.149.194.0	36.149.194.255	256	36.149.194.0/24
36.149.195.0	36.149.195.255	256	36.149.195.0/24
36.149.196.0	36.149.196.255	256	36.149.196.0/24
36.149.197.0	36.149.197.255	256	36.149.197.0/24
36.149.198.0	36.149.198.255	256	36.149.198.0/24
36.149.199.0	36.149.199.255	256	36.149.199.0/24
36.149.200.0	36.149.200.255	256	36.149.200.0/24
36.149.201.0	36.149.201.255	256	36.149.201.0/24
36.149.202.0	36.149.202.255	256	36.149.202.0/24
36.149.203.0	36.149.203.255	256	36.149.203.0/24
36.149.204.0	36.149.204.255	256	36.149.204.0/24
36.149.205.0	36.149.205.255	256	36.149.205.0/24
36.149.206.0	36.149.206.255	256	36.149.206.0/24
36.149.207.0	36.149.207.255	256	36.149.207.0/24
36.149.208.0	36.149.208.255	256	36.149.208.0/24
36.149.209.0	36.149.209.255	256	36.149.209.0/24
36.149.210.0	36.149.210.255	256	36.149.210.0/24
36.149.211.0	36.149.211.255	256	36.149.211.0/24
36.149.212.0	36.149.212.255	256	36.149.212.0/24
36.149.213.0	36.149.213.255	256	36.149.213.0/24
36.149.214.0	36.149.214.255	256	36.149.214.0/24
36.149.215.0	36.149.215.255	256	36.149.215.0/24
36.149.216.0	36.149.216.255	256	36.149.216.0/24
36.149.217.0	36.149.217.255	256	36.149.217.0/24
36.149.218.0	36.149.218.255	256	36.149.218.0/24
36.149.219.0	36.149.219.255	256	36.149.219.0/24
36.149.220.0	36.149.220.255	256	36.149.220.0/24
36.149.221.0	36.149.221.255	256	36.149.221.0/24
36.149.224.0	36.149.224.255	256	36.149.224.0/24
36.149.225.0	36.149.225.255	256	36.149.225.0/24
36.149.226.0	36.149.226.255	256	36.149.226.0/24
36.149.227.0	36.149.227.255	256	36.149.227.0/24
36.149.228.0	36.149.229.255	512	36.149.228.0/23
36.149.232.0	36.149.232.255	256	36.149.232.0/24
36.149.233.0	36.149.233.255	256	36.149.233.0/24
36.149.234.0	36.149.234.255	256	36.149.234.0/24
36.149.235.0	36.149.235.255	256	36.149.235.0/24
36.149.236.0	36.149.236.255	256	36.149.236.0/24
36.149.237.0	36.149.237.255	256	36.149.237.0/24
36.149.238.0	36.149.238.255	256	36.149.238.0/24
36.149.239.0	36.149.239.255	256	36.149.239.0/24
36.149.240.0	36.149.240.255	256	36.149.240.0/24
36.149.241.0	36.149.241.255	256	36.149.241.0/24
36.149.243.0	36.149.243.255	256	36.149.243.0/24
36.149.244.0	36.149.244.255	256	36.149.244.0/24
36.149.246.0	36.149.247.255	512	36.149.246.0/23
36.149.248.0	36.149.251.255	1024	36.149.248.0/22
36.149.252.0	36.149.253.255	512	36.149.252.0/23
36.149.254.0	36.149.254.255	256	36.149.254.0/24
36.150.0.0	36.150.0.255	256	36.150.0.0/24
36.150.0.0	36.151.255.255	131072	36.150.0.0/15
36.150.2.0	36.150.2.255	256	36.150.2.0/24
36.150.4.0	36.150.5.255	512	36.150.4.0/23
36.150.6.0	36.150.7.255	512	36.150.6.0/23
36.150.8.0	36.150.8.255	256	36.150.8.0/24
36.150.12.0	36.150.12.255	256	36.150.12.0/24
36.150.12.0	36.150.15.255	1024	36.150.12.0/22
36.150.14.0	36.150.14.255	256	36.150.14.0/24
36.150.15.0	36.150.15.255	256	36.150.15.0/24
36.150.16.0	36.150.23.255	2048	36.150.16.0/21
36.150.24.0	36.150.25.255	512	36.150.24.0/23
36.150.26.0	36.150.26.255	256	36.150.26.0/24
36.150.27.0	36.150.27.255	256	36.150.27.0/24
36.150.28.0	36.150.31.255	1024	36.150.28.0/22
36.150.32.0	36.150.33.255	512	36.150.32.0/23
36.150.34.0	36.150.35.255	512	36.150.34.0/23
36.150.36.0	36.150.39.255	1024	36.150.36.0/22
36.150.40.0	36.150.41.255	512	36.150.40.0/23
36.150.42.0	36.150.43.255	512	36.150.42.0/23
36.150.44.0	36.150.47.255	1024	36.150.44.0/22
36.150.48.0	36.150.55.255	2048	36.150.48.0/21
36.150.56.0	36.150.57.255	512	36.150.56.0/23
36.150.64.0	36.150.79.255	4096	36.150.64.0/20
36.150.88.0	36.150.95.255	2048	36.150.88.0/21
36.150.96.0	36.150.96.255	256	36.150.96.0/24
36.150.96.0	36.150.103.255	2048	36.150.96.0/21
36.150.97.0	36.150.97.255	256	36.150.97.0/24
36.150.98.0	36.150.98.255	256	36.150.98.0/24
36.150.99.0	36.150.99.255	256	36.150.99.0/24
36.150.100.0	36.150.100.255	256	36.150.100.0/24
36.150.101.0	36.150.101.255	256	36.150.101.0/24
36.150.102.0	36.150.102.255	256	36.150.102.0/24
36.150.103.0	36.150.103.255	256	36.150.103.0/24
36.150.104.0	36.150.104.255	256	36.150.104.0/24
36.150.107.0	36.150.107.255	256	36.150.107.0/24
36.150.112.0	36.150.127.255	4096	36.150.112.0/20
36.150.128.0	36.150.159.255	8192	36.150.128.0/19
36.150.176.0	36.150.177.255	512	36.150.176.0/23
36.150.178.0	36.150.179.255	512	36.150.178.0/23
36.150.180.0	36.150.180.255	256	36.150.180.0/24
36.150.181.0	36.150.181.255	256	36.150.181.0/24
36.150.182.0	36.150.182.255	256	36.150.182.0/24
36.150.192.0	36.150.207.255	4096	36.150.192.0/20
36.150.208.0	36.150.215.255	2048	36.150.208.0/21
36.150.216.0	36.150.223.255	2048	36.150.216.0/21
36.150.224.0	36.150.225.255	512	36.150.224.0/23
36.150.230.0	36.150.231.255	512	36.150.230.0/23
36.150.232.0	36.150.235.255	1024	36.150.232.0/22
36.150.236.0	36.150.237.255	512	36.150.236.0/23
36.150.238.0	36.150.239.255	512	36.150.238.0/23
36.150.240.0	36.150.241.255	512	36.150.240.0/23
36.150.246.0	36.150.247.255	512	36.150.246.0/23
36.150.248.0	36.150.249.255	512	36.150.248.0/23
36.151.0.0	36.151.3.255	1024	36.151.0.0/22
36.151.4.0	36.151.5.255	512	36.151.4.0/23
36.151.6.0	36.151.7.255	512	36.151.6.0/23
36.151.8.0	36.151.11.255	1024	36.151.8.0/22
36.151.24.0	36.151.31.255	2048	36.151.24.0/21
36.151.32.0	36.151.47.255	4096	36.151.32.0/20
36.151.128.0	36.151.131.255	1024	36.151.128.0/22
36.151.132.0	36.151.133.255	512	36.151.132.0/23
36.151.134.0	36.151.135.255	512	36.151.134.0/23
36.151.136.0	36.151.139.255	1024	36.151.136.0/22
36.151.152.0	36.151.159.255	2048	36.151.152.0/21
36.151.170.0	36.151.170.255	256	36.151.170.0/24
36.151.192.0	36.151.199.255	2048	36.151.192.0/21
36.152.0.0	36.152.7.255	2048	36.152.0.0/21
36.152.0.0	36.155.255.255	262144	36.152.0.0/14
36.152.8.0	36.152.15.255	2048	36.152.8.0/21
36.152.16.0	36.152.23.255	2048	36.152.16.0/21
36.152.24.0	36.152.31.255	2048	36.152.24.0/21
36.152.32.0	36.152.39.255	2048	36.152.32.0/21
36.152.40.0	36.152.43.255	1024	36.152.40.0/22
36.152.44.0	36.152.47.255	1024	36.152.44.0/22
36.152.48.0	36.152.55.255	2048	36.152.48.0/21
36.152.56.0	36.152.63.255	2048	36.152.56.0/21
36.152.64.0	36.152.67.255	1024	36.152.64.0/22
36.152.68.0	36.152.69.255	512	36.152.68.0/23
36.152.70.0	36.152.70.255	256	36.152.70.0/24
36.152.71.0	36.152.71.255	256	36.152.71.0/24
36.152.72.0	36.152.72.255	256	36.152.72.0/24
36.152.73.0	36.152.73.255	256	36.152.73.0/24
36.152.74.0	36.152.75.255	512	36.152.74.0/23
36.152.76.0	36.152.79.255	1024	36.152.76.0/22
36.152.80.0	36.152.83.255	1024	36.152.80.0/22
36.152.96.0	36.152.103.255	2048	36.152.96.0/21
36.152.104.0	36.152.105.255	512	36.152.104.0/23
