#截止2023-09-27，福建省福州市IP地址共计1186条记录，IP地址总数2582784。
#数据可能不完整，正在更新中
#IP起始	结束	数量	网络
203.13.44.0	203.13.45.255	512	电信
203.13.88.0	203.13.89.255	512	电信
203.13.92.0	203.13.95.255	1024	电信
203.13.173.0	203.13.173.255	256	电信
203.13.224.0	203.13.225.255	512	电信
203.13.227.0	203.13.227.255	256	电信
203.13.233.0	203.13.233.255	256	电信
203.14.24.0	203.14.27.255	1024	电信
203.14.33.0	203.14.33.255	256	电信
203.14.56.0	203.14.56.255	256	电信
203.14.61.0	203.14.62.255	512	电信
203.14.104.0	203.14.104.255	256	电信
203.14.114.0	203.14.115.255	512	电信
203.14.118.0	203.14.118.255	256	电信
203.14.162.0	203.14.162.255	256	电信
203.14.192.0	203.14.192.255	256	电信
203.14.194.0	203.14.195.255	512	电信
203.14.214.0	203.14.214.255	256	电信
203.14.231.0	203.14.231.255	256	电信
203.14.246.0	203.14.246.255	256	电信
203.15.0.0	203.15.15.255	4096	电信
203.15.20.0	203.15.22.255	768	电信
203.15.87.0	203.15.89.255	768	电信
203.15.105.0	203.15.105.255	256	电信
203.15.112.0	203.15.119.255	2048	电信
203.15.130.0	203.15.131.255	512	电信
203.15.149.0	203.15.149.255	256	电信
203.15.151.0	203.15.151.255	256	电信
203.15.156.0	203.15.159.255	1024	电信
203.15.174.0	203.15.174.255	256	电信
203.15.227.0	203.15.227.255	256	电信
203.15.238.0	203.15.241.255	1024	电信
203.15.246.0	203.15.246.255	256	电信
203.16.10.0	203.16.10.255	256	电信
203.16.12.0	203.16.13.255	512	电信
203.16.27.0	203.16.27.255	256	电信
203.16.38.0	203.16.38.255	256	电信
203.16.49.0	203.16.51.255	768	电信
203.16.58.0	203.16.58.255	256	电信
203.16.133.0	203.16.133.255	256	电信
203.16.161.0	203.16.162.255	512	电信
203.16.186.0	203.16.187.255	512	电信
203.16.228.0	203.16.228.255	256	电信
203.16.238.0	203.16.238.255	256	电信
203.16.240.0	203.16.240.255	256	电信
203.16.245.0	203.16.245.255	256	电信
203.17.2.0	203.17.2.255	256	电信
203.17.18.0	203.17.18.255	256	电信
203.17.28.0	203.17.28.255	256	电信
203.17.39.0	203.17.39.255	256	电信
203.17.56.0	203.17.56.255	256	电信
203.17.74.0	203.17.75.255	512	电信
203.17.88.0	203.17.89.255	512	电信
203.17.136.0	203.17.136.255	256	电信
203.17.164.0	203.17.164.255	256	电信
203.17.187.0	203.17.187.255	256	电信
203.17.190.0	203.17.191.255	512	电信
203.17.231.0	203.17.231.255	256	电信
203.17.233.0	203.17.233.255	256	电信
203.17.248.0	203.17.248.255	256	电信
203.17.255.0	203.17.255.255	256	电信
203.18.2.0	203.18.4.255	768	电信
203.18.7.0	203.18.7.255	256	电信
203.18.31.0	203.18.31.255	256	电信
203.18.37.0	203.18.37.255	256	电信
203.18.48.0	203.18.49.255	512	电信
203.18.52.0	203.18.52.255	256	电信
203.18.72.0	203.18.75.255	1024	电信
203.18.80.0	203.18.81.255	512	电信
203.18.87.0	203.18.87.255	256	电信
203.18.100.0	203.18.101.255	512	电信
203.18.105.0	203.18.105.255	256	电信
203.18.107.0	203.18.107.255	256	电信
203.18.110.0	203.18.110.255	256	电信
203.18.129.0	203.18.129.255	256	电信
203.18.131.0	203.18.133.255	768	电信
203.18.144.0	203.18.144.255	256	电信
203.18.153.0	203.18.153.255	256	电信
203.18.199.0	203.18.199.255	256	电信
203.18.208.0	203.18.208.255	256	电信
203.18.211.0	203.18.211.255	256	电信
203.18.215.0	203.18.215.255	256	电信
203.19.18.0	203.19.18.255	256	电信
203.19.24.0	203.19.24.255	256	电信
203.19.30.0	203.19.30.255	256	电信
203.19.41.0	203.19.41.255	256	电信
203.19.44.0	203.19.46.255	768	电信
203.19.58.0	203.19.58.255	256	电信
203.19.60.0	203.19.61.255	512	电信
203.19.64.0	203.19.64.255	256	电信
203.19.68.0	203.19.68.255	256	电信
203.19.72.0	203.19.72.255	256	电信
203.19.101.0	203.19.101.255	256	电信
203.19.111.0	203.19.111.255	256	电信
203.19.131.0	203.19.131.255	256	电信
203.19.133.0	203.19.133.255	256	电信
203.19.144.0	203.19.144.255	256	电信
203.19.149.0	203.19.149.255	256	电信
203.19.156.0	203.19.156.255	256	电信
203.19.176.0	203.19.176.255	256	电信
203.19.178.0	203.19.179.255	512	电信
203.19.208.0	203.19.208.255	256	电信
203.19.228.0	203.19.231.255	1024	电信
203.19.233.0	203.19.233.255	256	电信
203.19.242.0	203.19.242.255	256	电信
203.19.248.0	203.19.249.255	512	电信
203.19.255.0	203.19.255.255	256	电信
203.20.17.0	203.20.17.255	256	电信
203.20.40.0	203.20.41.255	512	电信
203.20.48.0	203.20.48.255	256	电信
203.20.61.0	203.20.61.255	256	电信
203.20.65.0	203.20.65.255	256	电信
203.20.84.0	203.20.85.255	512	电信
203.20.89.0	203.20.89.255	256	电信
203.20.106.0	203.20.107.255	512	电信
203.20.115.0	203.20.115.255	256	电信
203.20.117.0	203.20.119.255	768	电信
203.20.122.0	203.20.122.255	256	电信
203.20.126.0	203.20.127.255	512	电信
203.20.135.0	203.20.135.255	256	电信
203.20.150.0	203.20.150.255	256	电信
203.20.230.0	203.20.230.255	256	电信
203.20.232.0	203.20.232.255	256	电信
203.20.236.0	203.20.236.255	256	电信
203.21.0.0	203.21.2.255	768	电信
203.21.8.0	203.21.8.255	256	电信
203.21.10.0	203.21.10.255	256	电信
203.21.18.0	203.21.18.255	256	电信
203.21.33.0	203.21.34.255	512	电信
203.21.41.0	203.21.41.255	256	电信
203.21.44.0	203.21.44.255	256	电信
203.21.68.0	203.21.68.255	256	电信
203.21.82.0	203.21.82.255	256	电信
203.21.96.0	203.21.99.255	1024	电信
203.21.124.0	203.21.124.255	256	电信
203.21.136.0	203.21.137.255	512	电信
203.21.145.0	203.21.145.255	256	电信
203.21.206.0	203.21.206.255	256	电信
203.22.24.0	203.22.24.255	256	电信
203.22.28.0	203.22.29.255	512	电信
203.22.31.0	203.22.31.255	256	电信
203.22.68.0	203.22.68.255	256	电信
203.22.76.0	203.22.76.255	256	电信
203.22.84.0	203.22.84.255	256	电信
203.22.87.0	203.22.87.255	256	电信
203.22.92.0	203.22.95.255	1024	电信
203.22.99.0	203.22.99.255	256	电信
203.22.106.0	203.22.106.255	256	电信
203.22.122.0	203.22.123.255	512	电信
203.22.131.0	203.22.131.255	256	电信
203.22.163.0	203.22.163.255	256	电信
203.22.166.0	203.22.166.255	256	电信
203.22.170.0	203.22.170.255	256	电信
203.22.194.0	203.22.194.255	256	电信
203.22.242.0	203.22.243.255	512	电信
203.22.245.0	203.22.246.255	512	电信
203.22.252.0	203.22.253.255	512	电信
203.23.0.0	203.23.0.255	256	电信
203.23.47.0	203.23.47.255	256	电信
203.23.61.0	203.23.63.255	768	电信
203.23.73.0	203.23.73.255	256	电信
203.23.85.0	203.23.85.255	256	电信
203.23.92.0	203.23.95.255	1024	电信
203.23.98.0	203.23.98.255	256	电信
203.23.107.0	203.23.107.255	256	电信
203.23.112.0	203.23.112.255	256	电信
203.23.130.0	203.23.130.255	256	电信
203.23.140.0	203.23.141.255	512	电信
203.23.172.0	203.23.172.255	256	电信
203.23.182.0	203.23.182.255	256	电信
203.23.186.0	203.23.187.255	512	电信
203.23.192.0	203.23.192.255	256	电信
203.23.197.0	203.23.198.255	512	电信
203.23.204.0	203.23.207.255	1024	电信
203.23.224.0	203.23.224.255	256	电信
203.23.226.0	203.23.231.255	1536	电信
203.23.249.0	203.23.249.255	256	电信
203.23.251.0	203.23.251.255	256	电信
203.24.13.0	203.24.13.255	256	电信
203.24.18.0	203.24.18.255	256	电信
203.24.27.0	203.24.27.255	256	电信
203.24.43.0	203.24.43.255	256	电信
203.24.56.0	203.24.56.255	256	电信
203.24.58.0	203.24.58.255	256	电信
203.24.67.0	203.24.67.255	256	电信
203.24.74.0	203.24.74.255	256	电信
203.24.79.0	203.24.81.255	768	电信
203.24.84.0	203.24.86.255	768	电信
203.24.90.0	203.24.90.255	256	电信
203.24.111.0	203.24.112.255	512	电信
203.24.116.0	203.24.116.255	256	电信
203.24.122.0	203.24.123.255	512	电信
203.24.145.0	203.24.145.255	256	电信
203.24.152.0	203.24.153.255	512	电信
203.24.157.0	203.24.157.255	256	电信
203.24.161.0	203.24.161.255	256	电信
203.24.167.0	203.24.167.255	256	电信
203.24.199.0	203.24.199.255	256	电信
203.24.202.0	203.24.202.255	256	电信
203.24.212.0	203.24.213.255	512	电信
203.24.217.0	203.24.217.255	256	电信
203.24.219.0	203.24.219.255	256	电信
203.24.244.0	203.24.244.255	256	电信
203.25.19.0	203.25.21.255	768	电信
203.25.46.0	203.25.46.255	256	电信
203.25.64.0	203.25.65.255	512	电信
203.25.91.0	203.25.91.255	256	电信
203.25.99.0	203.25.100.255	512	电信
203.25.106.0	203.25.106.255	256	电信
203.25.131.0	203.25.131.255	256	电信
203.25.135.0	203.25.135.255	256	电信
203.25.138.0	203.25.138.255	256	电信
203.25.147.0	203.25.147.255	256	电信
203.25.153.0	203.25.155.255	768	电信
203.25.164.0	203.25.164.255	256	电信
203.25.166.0	203.25.166.255	256	电信
203.25.174.0	203.25.175.255	512	电信
203.25.180.0	203.25.180.255	256	电信
203.25.182.0	203.25.182.255	256	电信
203.25.191.0	203.25.191.255	256	电信
203.25.199.0	203.25.200.255	512	电信
203.25.202.0	203.25.203.255	512	电信
203.25.229.0	203.25.229.255	256	电信
203.25.235.0	203.25.236.255	512	电信
203.25.242.0	203.25.242.255	256	电信
203.26.12.0	203.26.12.255	256	电信
203.26.34.0	203.26.34.255	256	电信
203.26.49.0	203.26.50.255	512	电信
203.26.55.0	203.26.57.255	768	电信
203.26.60.0	203.26.60.255	256	电信
203.26.65.0	203.26.65.255	256	电信
203.26.68.0	203.26.68.255	256	电信
203.26.76.0	203.26.76.255	256	电信
203.26.80.0	203.26.80.255	256	电信
203.26.84.0	203.26.84.255	256	电信
203.26.97.0	203.26.97.255	256	电信
203.26.102.0	203.26.103.255	512	电信
203.26.115.0	203.26.116.255	512	电信
203.26.129.0	203.26.129.255	256	电信
203.26.143.0	203.26.144.255	512	电信
203.26.148.0	203.26.149.255	512	电信
203.26.154.0	203.26.154.255	256	电信
203.26.158.0	203.26.159.255	512	电信
203.26.170.0	203.26.170.255	256	电信
203.26.173.0	203.26.173.255	256	电信
203.26.176.0	203.26.176.255	256	电信
203.26.185.0	203.26.185.255	256	电信
203.26.202.0	203.26.203.255	512	电信
203.26.210.0	203.26.210.255	256	电信
203.26.214.0	203.26.214.255	256	电信
203.26.222.0	203.26.222.255	256	电信
203.26.224.0	203.26.224.255	256	电信
203.26.228.0	203.26.228.255	256	电信
203.26.232.0	203.26.232.255	256	电信
203.27.0.0	203.27.0.255	256	电信
203.27.10.0	203.27.10.255	256	电信
203.27.15.0	203.27.16.255	512	电信
203.27.20.0	203.27.20.255	256	电信
203.27.22.0	203.27.23.255	512	电信
203.27.40.0	203.27.40.255	256	电信
203.27.45.0	203.27.45.255	256	电信
203.27.53.0	203.27.53.255	256	电信
203.27.65.0	203.27.66.255	512	电信
203.27.81.0	203.27.81.255	256	电信
203.27.88.0	203.27.88.255	256	电信
203.27.102.0	203.27.102.255	256	电信
203.27.109.0	203.27.109.255	256	电信
203.27.117.0	203.27.117.255	256	电信
203.27.121.0	203.27.123.255	768	电信
203.27.125.0	203.27.125.255	256	电信
203.27.200.0	203.27.200.255	256	电信
203.27.202.0	203.27.202.255	256	电信
203.27.233.0	203.27.233.255	256	电信
203.27.241.0	203.27.241.255	256	电信
203.27.250.0	203.27.250.255	256	电信
203.28.10.0	203.28.10.255	256	电信
203.28.12.0	203.28.12.255	256	电信
203.28.33.0	203.28.35.255	768	电信
203.28.43.0	203.28.44.255	512	电信
203.28.54.0	203.28.54.255	256	电信
203.28.56.0	203.28.56.255	256	电信
203.28.73.0	203.28.74.255	512	电信
203.28.76.0	203.28.76.255	256	电信
203.28.86.0	203.28.86.255	256	电信
203.28.88.0	203.28.88.255	256	电信
203.28.112.0	203.28.112.255	256	电信
203.28.131.0	203.28.131.255	256	电信
203.28.136.0	203.28.136.255	256	电信
203.28.140.0	203.28.140.255	256	电信
203.28.145.0	203.28.145.255	256	电信
203.28.165.0	203.28.165.255	256	电信
203.28.169.0	203.28.170.255	512	电信
203.28.178.0	203.28.179.255	512	电信
203.28.185.0	203.28.185.255	256	电信
203.28.187.0	203.28.187.255	256	电信
203.28.196.0	203.28.196.255	256	电信
203.28.226.0	203.28.227.255	512	电信
203.28.239.0	203.28.239.255	256	电信
203.29.2.0	203.29.2.255	256	电信
203.29.8.0	203.29.9.255	512	电信
203.29.13.0	203.29.14.255	512	电信
203.29.28.0	203.29.28.255	256	电信
203.29.46.0	203.29.46.255	256	电信
203.29.57.0	203.29.57.255	256	电信
203.29.61.0	203.29.61.255	256	电信
203.29.63.0	203.29.63.255	256	电信
203.29.69.0	203.29.69.255	256	电信
203.29.73.0	203.29.73.255	256	电信
203.29.81.0	203.29.81.255	256	电信
203.29.90.0	203.29.90.255	256	电信
203.29.95.0	203.29.95.255	256	电信
203.29.100.0	203.29.100.255	256	电信
203.29.103.0	203.29.103.255	256	电信
203.29.112.0	203.29.112.255	256	电信
203.29.120.0	203.29.123.255	1024	电信
203.29.182.0	203.29.183.255	512	电信
203.29.187.0	203.29.187.255	256	电信
203.29.189.0	203.29.190.255	512	电信
203.29.205.0	203.29.205.255	256	电信
203.29.210.0	203.29.210.255	256	电信
203.29.217.0	203.29.217.255	256	电信
203.29.227.0	203.29.227.255	256	电信
203.29.231.0	203.29.231.255	256	电信
203.29.233.0	203.29.234.255	512	电信
203.29.248.0	203.29.248.255	256	电信
203.29.254.0	203.29.255.255	512	电信
203.30.16.0	203.30.17.255	512	电信
203.30.25.0	203.30.25.255	256	电信
203.30.29.0	203.30.29.255	256	电信
203.30.66.0	203.30.66.255	256	电信
203.30.81.0	203.30.81.255	256	电信
203.30.87.0	203.30.87.255	256	电信
203.30.111.0	203.30.111.255	256	电信
203.30.121.0	203.30.121.255	256	电信
203.30.123.0	203.30.123.255	256	电信
203.30.152.0	203.30.152.255	256	电信
203.30.156.0	203.30.156.255	256	电信
203.30.162.0	203.30.162.255	256	电信
203.30.173.0	203.30.173.255	256	电信
203.30.175.0	203.30.175.255	256	电信
203.30.187.0	203.30.187.255	256	电信
203.30.194.0	203.30.194.255	256	电信
203.30.217.0	203.30.217.255	256	电信
203.30.220.0	203.30.220.255	256	电信
203.30.222.0	203.30.222.255	256	电信
203.30.232.0	203.30.233.255	512	电信
203.30.235.0	203.30.235.255	256	电信
203.30.240.0	203.30.241.255	512	电信
203.30.246.0	203.30.246.255	256	电信
203.30.250.0	203.30.251.255	512	电信
203.31.45.0	203.31.46.255	512	电信
203.31.49.0	203.31.49.255	256	电信
203.31.51.0	203.31.51.255	256	电信
203.31.54.0	203.31.55.255	512	电信
203.31.69.0	203.31.69.255	256	电信
203.31.72.0	203.31.72.255	256	电信
203.31.80.0	203.31.80.255	256	电信
203.31.85.0	203.31.85.255	256	电信
203.31.97.0	203.31.97.255	256	电信
203.31.105.0	203.31.106.255	512	电信
203.31.108.0	203.31.109.255	512	电信
203.31.124.0	203.31.124.255	256	电信
203.31.162.0	203.31.162.255	256	电信
203.31.174.0	203.31.174.255	256	电信
203.31.177.0	203.31.177.255	256	电信
203.31.181.0	203.31.181.255	256	电信
203.31.187.0	203.31.187.255	256	电信
203.31.189.0	203.31.189.255	256	电信
203.31.204.0	203.31.204.255	256	电信
203.31.220.0	203.31.220.255	256	电信
203.31.222.0	203.31.223.255	512	电信
203.31.225.0	203.31.225.255	256	电信
203.31.229.0	203.31.229.255	256	电信
203.31.248.0	203.31.249.255	512	电信
203.31.253.0	203.31.253.255	256	电信
203.32.20.0	203.32.20.255	256	电信
203.32.56.0	203.32.56.255	256	电信
203.32.60.0	203.32.60.255	256	电信
203.32.62.0	203.32.62.255	256	电信
203.32.76.0	203.32.76.255	256	电信
203.32.81.0	203.32.81.255	256	电信
203.32.95.0	203.32.95.255	256	电信
203.32.102.0	203.32.102.255	256	电信
203.32.105.0	203.32.105.255	256	电信
203.32.130.0	203.32.130.255	256	电信
203.32.133.0	203.32.133.255	256	电信
203.32.140.0	203.32.140.255	256	电信
203.32.152.0	203.32.152.255	256	电信
203.32.192.0	203.32.192.255	256	电信
203.32.196.0	203.32.196.255	256	电信
203.32.212.0	203.32.212.255	256	电信
203.33.4.0	203.33.4.255	256	电信
203.33.7.0	203.33.7.255	256	电信
203.33.21.0	203.33.21.255	256	电信
203.33.26.0	203.33.26.255	256	电信
203.33.32.0	203.33.32.255	256	电信
203.33.63.0	203.33.64.255	512	电信
203.33.67.0	203.33.68.255	512	电信
203.33.73.0	203.33.73.255	256	电信
203.33.79.0	203.33.79.255	256	电信
203.33.100.0	203.33.100.255	256	电信
203.33.122.0	203.33.122.255	256	电信
203.33.129.0	203.33.129.255	256	电信
203.33.131.0	203.33.131.255	256	电信
203.33.145.0	203.33.145.255	256	电信
203.33.156.0	203.33.156.255	256	电信
203.33.174.0	203.33.174.255	256	电信
203.33.185.0	203.33.185.255	256	电信
203.33.200.0	203.33.200.255	256	电信
203.33.204.0	203.33.204.255	256	电信
203.33.226.0	203.33.226.255	256	电信
203.33.233.0	203.33.233.255	256	电信
203.33.250.0	203.33.250.255	256	电信
203.34.92.0	203.34.92.255	256	电信
203.34.204.0	203.34.207.255	1024	电信
203.55.4.0	203.55.4.255	256	电信
203.55.10.0	203.55.10.255	256	电信
203.55.13.0	203.55.13.255	256	电信
203.55.22.0	203.55.22.255	256	电信
203.55.30.0	203.55.30.255	256	电信
203.55.93.0	203.55.93.255	256	电信
203.55.101.0	203.55.101.255	256	电信
203.55.109.0	203.55.110.255	512	电信
203.55.119.0	203.55.119.255	256	电信
203.55.146.0	203.55.147.255	512	电信
203.55.192.0	203.55.192.255	256	电信
203.55.196.0	203.55.196.255	256	电信
203.55.218.0	203.55.219.255	512	电信
203.55.221.0	203.55.221.255	256	电信
203.55.224.0	203.55.224.255	256	电信
203.56.1.0	203.56.1.255	256	电信
203.56.12.0	203.56.12.255	256	电信
203.56.110.0	203.56.110.255	256	电信
203.56.121.0	203.56.121.255	256	电信
203.56.161.0	203.56.161.255	256	电信
203.56.169.0	203.56.169.255	256	电信
203.56.172.0	203.56.173.255	512	电信
203.56.175.0	203.56.175.255	256	电信
203.56.183.0	203.56.183.255	256	电信
203.56.185.0	203.56.185.255	256	电信
203.56.187.0	203.56.187.255	256	电信
203.56.192.0	203.56.192.255	256	电信
203.56.198.0	203.56.198.255	256	电信
203.56.201.0	203.56.201.255	256	电信
203.56.208.0	203.56.209.255	512	电信
203.57.61.0	203.57.61.255	256	电信
203.62.131.0	203.62.131.255	256	电信
203.62.161.0	203.62.161.255	256	电信
203.62.197.0	203.62.197.255	256	电信
203.62.228.0	203.62.231.255	1024	电信
203.62.234.0	203.62.234.255	256	电信
203.62.246.0	203.62.246.255	256	电信
203.76.160.0	203.76.163.255	1024	电信
203.76.168.0	203.76.171.255	1024	电信
203.77.180.0	203.77.183.255	1024	电信
203.80.57.0	203.80.57.255	256	电信
203.80.132.0	203.80.135.255	1024	电信
203.83.0.0	203.83.3.255	1024	电信
203.89.136.0	203.89.139.255	1024	电信
203.90.8.0	203.90.11.255	1024	电信
203.92.0.0	203.92.3.255	1024	电信
203.93.128.0	203.93.129.255	512	联通
203.100.63.0	203.100.63.255	256	电信
203.104.32.0	203.104.47.255	4096	电信
203.110.234.0	203.110.234.255	256	电信
203.119.116.0	203.119.119.255	1024	电信
203.148.80.0	203.148.83.255	1024	电信
203.149.92.0	203.149.95.255	1024	电信
203.153.0.0	203.153.3.255	1024	电信
203.160.129.0	203.160.129.255	256	电信
203.161.0.0	203.161.3.255	1024	电信
203.171.0.0	203.171.3.255	1024	电信
203.189.112.0	203.189.115.255	1024	电信
203.190.96.0	203.190.111.255	4096	电信
203.190.249.0	203.190.249.255	256	电信
210.13.192.0	210.13.199.255	2048	联通
210.13.201.0	210.13.201.255	256	联通
210.14.162.0	210.14.162.255	256	联通
210.15.24.0	210.15.24.255	256	联通
210.15.37.0	210.15.37.255	256	联通
210.34.32.0	210.34.119.255	22528	教育网
210.34.176.0	210.34.207.255	8192	教育网
210.34.232.0	210.34.239.255	2048	教育网
210.53.58.0	210.53.64.255	1792	联通
211.80.184.0	211.80.239.255	14336	教育网
211.97.104.0	211.97.127.255	6144	联通
211.97.160.0	211.97.167.255	2048	联通
211.98.38.0	211.98.39.255	512	移动
211.98.145.0	211.98.145.255	256	移动
211.138.132.0	211.138.133.255	512	移动
211.138.144.0	211.138.153.255	2560	移动
211.138.155.0	211.138.155.255	256	移动
211.138.158.0	211.138.159.255	512	移动
211.143.144.0	211.143.144.255	256	移动
211.143.146.0	211.143.156.255	2816	移动
211.143.170.0	211.143.171.255	512	移动
211.143.180.0	211.143.183.255	1024	移动
211.143.196.0	211.143.199.255	1024	移动
211.148.224.0	211.148.255.255	8192	移动
211.161.48.0	211.161.51.255	1024	鹏博士
211.162.40.0	211.162.47.255	2048	鹏博士
211.162.196.0	211.162.199.255	1024	鹏博士
218.5.0.0	218.5.49.255	12800	电信
218.6.60.0	218.6.69.255	2560	电信
218.30.146.0	218.30.146.255	256	电信
218.66.0.0	218.66.111.255	28672	电信
218.85.0.0	218.85.83.255	21504	电信
218.85.153.0	218.85.157.255	1280	电信
218.104.224.0	218.104.239.255	4096	联通
218.106.140.0	218.106.159.255	5120	联通
218.193.64.0	218.193.79.255	4096	教育网
218.193.112.0	218.193.127.255	4096	教育网
218.207.122.0	218.207.122.255	256	移动
218.207.136.0	218.207.137.255	512	移动
218.207.150.0	218.207.150.255	256	移动
218.207.152.0	218.207.153.255	512	移动
218.207.182.0	218.207.183.255	512	移动
218.207.196.0	218.207.197.255	512	移动
218.207.209.0	218.207.222.255	3584	移动
219.220.80.0	219.220.111.255	8192	教育网
219.229.128.0	219.229.191.255	16384	教育网
220.113.188.0	220.113.211.255	6144	鹏博士
220.160.0.0	220.160.31.255	8192	电信
220.160.48.0	220.160.99.255	13312	电信
220.162.236.0	220.162.255.255	5120	电信
220.192.64.0	220.192.71.255	2048	联通
220.200.0.0	220.200.63.255	16384	联通
220.205.104.0	220.205.109.255	1536	联通
220.206.239.0	220.206.239.255	256	联通
220.207.56.0	220.207.67.255	3072	联通
220.249.160.0	220.249.191.255	8192	联通
220.250.0.0	220.250.63.255	16384	联通
221.175.184.0	221.175.191.255	2048	移动
222.47.1.0	222.47.11.255	2816	移动
222.47.13.0	222.47.14.255	512	移动
222.47.16.0	222.47.31.255	4096	移动
222.47.39.0	222.47.40.255	512	移动
222.47.42.0	222.47.43.255	512	移动
222.47.47.0	222.47.47.255	256	移动
222.47.58.0	222.47.59.255	512	移动
222.47.64.0	222.47.67.255	1024	移动
222.47.72.0	222.47.75.255	1024	移动
222.47.80.0	222.47.80.255	256	移动
222.47.144.0	222.47.163.255	5120	移动
222.76.0.0	222.76.79.255	20480	电信
222.76.96.0	222.76.127.255	8192	电信
222.77.176.0	222.77.191.255	4096	电信
222.79.0.0	222.79.63.255	16384	电信
223.103.6.0	223.103.6.255	256	移动
223.210.32.0	223.210.51.255	5120	鹏博士
